fraction	superkingdom	phylum	class	order	family	genus	species
4.064655114013576e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900546575
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium mitsuokai_A
4.064655114013576e-05	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanoprimaticola	s__Methanoprimaticola sp945492685
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Ventricola	s__Ventricola sp900542445
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__UBA4644	s__UBA4644 sp900763355
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A tropicus
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__TANB77	f__CAG-508	g__HGM13634	s__HGM13634 sp905198755
4.064655114013576e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp945788445
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Ventricola	s__Ventricola sp004555535
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900552475
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-390	s__CAG-390 sp003523225
4.064655114013576e-05	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Messastrum	Messastrum gracile
4.064655114013576e-05	Eukaryota	Nematoda	Enoplea	Trichinellida	Trichuridae	Trichuris	Trichuris suis
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Floccifex	s__Floccifex sp030526175
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Hominicoprocola	s__Hominicoprocola sp900550165
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Otoolea	s__Otoolea sp027698105
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp945910975
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_J	s__Clostridium_J faecium
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900752285
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter sp945862785
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Wujia	s__Wujia sp945787485
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp963560135
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anthropogastromicrobium	s__Anthropogastromicrobium sp900315495
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900625105
4.064655114013576e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873 sp011959565
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__UBA4644	s__UBA4644 sp900555855
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-448	s__CAG-448 sp003150135
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp000434275
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp023399035
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp900549485
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__GCA-900066905	g__Luoshenia	s__Luoshenia tenuis
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Scatomorpha	s__Scatomorpha merdavium
4.064655114013576e-05	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanocatella	s__Methanocatella sp900319535
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Hominibacterium	s__Hominibacterium faecale
4.064655114013576e-05	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Enteroscipio	s__Enteroscipio rubneri
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp022774865
2.7097700760090507e-05	Eukaryota	Chordata	Amphibia	Anura	Ranidae	Staurois	Staurois parvus
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp945982465
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp900317585
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium senegalense
2.7097700760090507e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duodenibacillus	s__Duodenibacillus sp900542805
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp937912035
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mobilitalea	s__Mobilitalea saccharofermentans
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter valericigenes_B
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp015667795
2.7097700760090507e-05	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D berlinense
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__Limimorpha	s__Limimorpha sp900769945
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__CAG-138	g__Aphodomorpha	s__Aphodomorpha sp029218485
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG292	s__SIG292 sp022766905
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Marseille-P2935	s__Marseille-P2935 sp900104565
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oriscaviae
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp945836915
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__SFTJ01	s__SFTJ01 sp004563195
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp034179595
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__Anaerobutyricum sp022769785
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__UMGS1810	f__UMGS1810	g__Qingrenia	s__Qingrenia sp022009895
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas_A	s__Porphyromonas_A somerae
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__Alloenteromonas	s__Alloenteromonas sp900539595
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp003516765
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas coprocola
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UBA10281	s__UBA10281 sp000437515
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA6382	s__UBA6382 sp022763905
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__RUG563	s__RUG563 sp934630705
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger variabilis_B
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus gallolyticus
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__JALEVB01	s__JALEVB01 sp022780745
2.7097700760090507e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Opitutales	f__Intestinicryptomonadaceae	g__Merdousia	s__Merdousia sp900760055
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Tractidigestivibacter	s__Tractidigestivibacter sp004557505
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Ellagibacter	s__Ellagibacter isourolithinifaciens
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp000431795
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella faecis
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__JAJQAO01	s__JAJQAO01 sp021201965
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter sp945864305
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Brotaphodocola	s__Brotaphodocola sp900540335
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium pollutisoli
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus absianus
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp900548155
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp002251435
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces urogenitalis
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp022786965
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAJUPY01	s__CAJUPY01 sp900768685
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-877	s__CAG-877 sp934168205
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides sp022775005
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__CAG-488 sp000434055
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_M
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CALZKI01	s__CALZKI01 sp945787995
2.7097700760090507e-05	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Labeo	Labeo gonius
2.7097700760090507e-05	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Erythroxylaceae	Erythroxylum	Erythroxylum alaternifolium
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Pseudobutyricicoccus	s__Pseudobutyricicoccus sp003477405
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__JAJPXC01	s__JAJPXC01 sp947625935
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp900541315
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania sp900120005
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Streptosporangiaceae	g__Nocardiopsis	s__Nocardiopsis alba
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__QALW01	g__UMGS1338	s__UMGS1338 sp900550805
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia sp030064065
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__CAG-138	g__SFEL01	s__SFEL01 sp016292635
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JALFVM01	s__JALFVM01 sp022787145
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp945940335
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp938014215
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__CAG-115 sp022766785
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp945867195
2.7097700760090507e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Exercitatus	s__Exercitatus porcinus
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAKUOV01	s__CAKUOV01 sp934648845
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A ruminantium_M
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp944387225
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CALWOS01	s__CALWOS01 sp944383185
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp934203355
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA7067	s__UBA7067 sp958448165
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Physcousia	s__Physcousia sp017935785
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus hyointestinalis_A
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena_A	s__Faecalicatena_A sp902489075
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp900546515
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp004558025
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola faecicola
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900540255
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp012843905
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium duncaniae
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella excrementavium
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus suis_F
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238 sp927797855
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp000432375
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__Hungatella effluvii
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900545585
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873 sp001701165
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp945877365
2.7097700760090507e-05	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__UBA1829	g__UBA1829	s__UBA1829 sp900549415
2.7097700760090507e-05	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	s__Eggerthella lenta
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp000434635
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bariatricus	s__Bariatricus comes
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Limiplasma	s__Limiplasma sp900548145
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841 sp000437375
2.7097700760090507e-05	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__UBA1829	g__UBA11452	s__UBA11452 sp002069785
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Suilimivivens	s__Suilimivivens sp018384375
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Anaerovibrio	s__Anaerovibrio slackiae
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Hominicoprocola	s__Hominicoprocola sp016295615
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalicoccus	s__Faecalicoccus pleomorphus
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella stercorea
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus sp002299975
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp022764085
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900540635
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma gallistercoris
2.7097700760090507e-05	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__UBA6984	s__UBA6984 sp900550295
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes hadrus
2.7097700760090507e-05	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis sp900550905
2.7097700760090507e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp022771625
2.7097700760090507e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium hattorii
1.3548850380045254e-05	Eukaryota	Cnidaria	Anthozoa	Zoantharia	Zoanthidae	Zoanthus	Zoanthus solanderi
1.3548850380045254e-05	Eukaryota	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus flavifrons
1.3548850380045254e-05	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia lomelii
1.3548850380045254e-05	Eukaryota	Arthropoda	Arachnida	Sarcoptiformes	Malaconothridae	Malaconothrus	Malaconothrus monodactylus
1.3548850380045254e-05	Eukaryota	Arthropoda	Collembola	Entomobryomorpha	Isotomidae	Desoria	Desoria trispinata
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcoides	s__Ruminococcoides sp030533225
1.3548850380045254e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__Porphyromonas sp945875135
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp934630495
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp934565655
1.3548850380045254e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Lepagella	s__Lepagella sp905214735
1.3548850380045254e-05	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanocatella	s__Methanocatella sp900769095
1.3548850380045254e-05	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D succinifaciens
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900317855
1.3548850380045254e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp945874155
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Colinaster	s__Colinaster sp018056665
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Dehalobacteriia	o__UBA4068	f__UBA4068	g__HGM13862	s__HGM13862 sp934271085
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum_A	s__Anaerotignum_A sp945868505
1.3548850380045254e-05	d__Bacteria	p__Bdellovibrionota_B	c__UBA2361	o__UBA2361	f__G030584005	g__G030584005	s__G030584005 sp030584005
1.3548850380045254e-05	d__Bacteria	p__Fibrobacterota	c__Fibrobacteria	o__Fibrobacterales	f__Fibrobacteraceae	g__Fibrobacter	s__Fibrobacter sp024399065
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Metalachnospira	s__Metalachnospira sp040767305
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Anaerofustaceae	g__Anaerofustis	s__Anaerofustis sp900549875
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Guopingia	s__Guopingia tenuis
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Lentihominibacter	s__Lentihominibacter butyricus
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp947626815
1.3548850380045254e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sporofaciens	s__Sporofaciens musculi
